,Year,Stars,Position,Name,Class,Previous School,New School,RK,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB
806,2019,2,SG,Zack Moore,RS N/A,UC Santa Barbara,The University of British Columbia,182,UC Santa Barbara,BW,29,21,104.8,105.8,0.4732,51.1,51,18.3,19,31.3,25.7,37.2,30,51,50.6,34.2,34.5,64.4,-5.6
807,2018,2,SG,Sam Walters,RS N/A,UC Santa Barbara,Colorado Mesa,182,UC Santa Barbara,BW,29,21,104.8,105.8,0.4732,51.1,51,18.3,19,31.3,25.7,37.2,30,51,50.6,34.2,34.5,64.4,-5.6
808,2019,2,PG,Mobeen Hirbod,RS SO,UC Santa Barbara,Diablo Valley College,182,UC Santa Barbara,BW,29,21,104.8,105.8,0.4732,51.1,51,18.3,19,31.3,25.7,37.2,30,51,50.6,34.2,34.5,64.4,-5.6
809,2019,2.7,SF,Dashawn McDowell,RS SR,Seattle,Central Oklahoma,211,Seattle,WAC,27,14,100.9,104.7,0.3976,45.3,48.7,13.6,18.8,26.8,27.9,34.8,41.7,44.3,49.4,31.2,31.6,69.8,-9.9
810,2019,2,SF,Matej Kavaš,RS N/A,Seattle,Nebraska,211,Seattle,WAC,27,14,100.9,104.7,0.3976,45.3,48.7,13.6,18.8,26.8,27.9,34.8,41.7,44.3,49.4,31.2,31.6,69.8,-9.9
811,2018,2,C,Aaron Menzies,RS N/A,Seattle,Saint Mary's,211,Seattle,WAC,27,14,100.9,104.7,0.3976,45.3,48.7,13.6,18.8,26.8,27.9,34.8,41.7,44.3,49.4,31.2,31.6,69.8,-9.9
812,2019,2,SG,Ian Burke,JR,Seattle,Portland State,211,Seattle,WAC,27,14,100.9,104.7,0.3976,45.3,48.7,13.6,18.8,26.8,27.9,34.8,41.7,44.3,49.4,31.2,31.6,69.8,-9.9
813,2018,2,C,Scott Ulaneo,RS SR,Seattle,Hawaii Pacific,211,Seattle,WAC,27,14,100.9,104.7,0.3976,45.3,48.7,13.6,18.8,26.8,27.9,34.8,41.7,44.3,49.4,31.2,31.6,69.8,-9.9
814,2019,2,C,Jacob Eyman,RS SO,Seattle,Fullerton College,211,Seattle,WAC,27,14,100.9,104.7,0.3976,45.3,48.7,13.6,18.8,26.8,27.9,34.8,41.7,44.3,49.4,31.2,31.6,69.8,-9.9
815,2018,2,SF,Jake Spurgeon,RS N/A,Seattle,Azusa Pacific,211,Seattle,WAC,27,14,100.9,104.7,0.3976,45.3,48.7,13.6,18.8,26.8,27.9,34.8,41.7,44.3,49.4,31.2,31.6,69.8,-9.9
816,2018,2,PG,Collin Huun,RS N/A,Seattle,Colorado Christian,211,Seattle,WAC,27,14,100.9,104.7,0.3976,45.3,48.7,13.6,18.8,26.8,27.9,34.8,41.7,44.3,49.4,31.2,31.6,69.8,-9.9
817,2018,2.7,C,Levi Cook,RS SR,Marshall,Wabash Valley College,146,Marshall,CUSA,31,17,100.9,98.8,0.5603,50.2,46.3,19.3,20,27.9,32.1,28.6,37.6,51.9,44.3,31.7,33.6,74.8,-8.3
818,2019,2,SG,DeAundra Murphy,RS JR,Marshall,West Virginia State,146,Marshall,CUSA,31,17,100.9,98.8,0.5603,50.2,46.3,19.3,20,27.9,32.1,28.6,37.6,51.9,44.3,31.7,33.6,74.8,-8.3
819,2018,2,PF,Dani Koljanin,,Marshall,Little Rock,146,Marshall,CUSA,31,17,100.9,98.8,0.5603,50.2,46.3,19.3,20,27.9,32.1,28.6,37.6,51.9,44.3,31.7,33.6,74.8,-8.3
820,2018,2,SF,Phil Bledsoe,,Marshall,Glenville State,146,Marshall,CUSA,31,17,100.9,98.8,0.5603,50.2,46.3,19.3,20,27.9,32.1,28.6,37.6,51.9,44.3,31.7,33.6,74.8,-8.3
821,2019,2,PG,Wilhelm von Arndt,RS SO,Marshall,,146,Marshall,CUSA,31,17,100.9,98.8,0.5603,50.2,46.3,19.3,20,27.9,32.1,28.6,37.6,51.9,44.3,31.7,33.6,74.8,-8.3
822,2019,2.7,SG,Jake Toolson,RS N/A,Utah Valley,Brigham Young,264,Utah Valley,WAC,27,11,96.1,104.2,0.2843,49.2,47.8,19.8,17,23.7,27.9,34.1,34.5,51.4,47.2,30.2,32.6,70.4,-14.3
823,2018,2,SF,Joonas Tahvanainen,,Utah Valley,Westminster,264,Utah Valley,WAC,27,11,96.1,104.2,0.2843,49.2,47.8,19.8,17,23.7,27.9,34.1,34.5,51.4,47.2,30.2,32.6,70.4,-14.3
824,2019,2,SG,Spencer Johnson,RS SO,Utah Valley,Salt Lake Community College,264,Utah Valley,WAC,27,11,96.1,104.2,0.2843,49.2,47.8,19.8,17,23.7,27.9,34.1,34.5,51.4,47.2,30.2,32.6,70.4,-14.3
825,2019,2,PG,Drew Cotton,JR,Utah Valley,New Mexico Military Institute,264,Utah Valley,WAC,27,11,96.1,104.2,0.2843,49.2,47.8,19.8,17,23.7,27.9,34.1,34.5,51.4,47.2,30.2,32.6,70.4,-14.3
826,2019,2,SG,Austin Denham,RS SR,Utah Valley,Benedictine University at Mesa,264,Utah Valley,WAC,27,11,96.1,104.2,0.2843,49.2,47.8,19.8,17,23.7,27.9,34.1,34.5,51.4,47.2,30.2,32.6,70.4,-14.3
827,2019,2,C,Baylee Steele,RS N/A,Utah Valley,Duquesne,264,Utah Valley,WAC,27,11,96.1,104.2,0.2843,49.2,47.8,19.8,17,23.7,27.9,34.1,34.5,51.4,47.2,30.2,32.6,70.4,-14.3
828,2019,2,PF,Wyatt Lowell,RS SO,Utah Valley,Brigham Young,264,Utah Valley,WAC,27,11,96.1,104.2,0.2843,49.2,47.8,19.8,17,23.7,27.9,34.1,34.5,51.4,47.2,30.2,32.6,70.4,-14.3
829,2019,2,C,Richard Harward,RS JR,Utah Valley,Brigham Young,264,Utah Valley,WAC,27,11,96.1,104.2,0.2843,49.2,47.8,19.8,17,23.7,27.9,34.1,34.5,51.4,47.2,30.2,32.6,70.4,-14.3
830,2018,2.7,PF,Evan Fitzner,RS N/A,Saint Mary's,Indiana,41,Saint Mary's,WCC,33,25,114,98.8,0.8385,54.2,50.8,14.9,17.7,25.1,23.6,30.8,28,51.9,50.7,38.8,34,63.8,2.8
831,2018,2.5,C,Joey St. Pierre,RS JR,UTEP,Wisconsin–Parkside,193,UTEP,CUSA,29,17,96.7,98.6,0.4439,47.3,47.4,19.6,19.2,23.3,26.4,33,33,49,48.8,29.9,29.9,67.2,-8.7
832,2019,2.5,PG,Evan Gilyard II,SR,UTEP,New Mexico State,193,UTEP,CUSA,29,17,96.7,98.6,0.4439,47.3,47.4,19.6,19.2,23.3,26.4,33,33,49,48.8,29.9,29.9,67.2,-8.7
833,2018,2,PG,Corbin Stephens,RS N/A,UTEP,UT Tyler,193,UTEP,CUSA,29,17,96.7,98.6,0.4439,47.3,47.4,19.6,19.2,23.3,26.4,33,33,49,48.8,29.9,29.9,67.2,-8.7
834,2018,2,SG,Trey Touchet,RS N/A,UTEP,McNeese State,193,UTEP,CUSA,29,17,96.7,98.6,0.4439,47.3,47.4,19.6,19.2,23.3,26.4,33,33,49,48.8,29.9,29.9,67.2,-8.7
835,2019,2,SG,Jakobe Dill,RS SO,UTEP,Navarro College,193,UTEP,CUSA,29,17,96.7,98.6,0.4439,47.3,47.4,19.6,19.2,23.3,26.4,33,33,49,48.8,29.9,29.9,67.2,-8.7
836,2018,2,SF,Trey Wade,RS SR,UTEP,South Plains College,193,UTEP,CUSA,29,17,96.7,98.6,0.4439,47.3,47.4,19.6,19.2,23.3,26.4,33,33,49,48.8,29.9,29.9,67.2,-8.7
837,2019,2,PG,Jesse Zarzuela,SO,UTEP,Missouri State University–West Plains,193,UTEP,CUSA,29,17,96.7,98.6,0.4439,47.3,47.4,19.6,19.2,23.3,26.4,33,33,49,48.8,29.9,29.9,67.2,-8.7
838,2018,2,PF,Tirus Smith,SR,UTEP,Jones County Junior College,193,UTEP,CUSA,29,17,96.7,98.6,0.4439,47.3,47.4,19.6,19.2,23.3,26.4,33,33,49,48.8,29.9,29.9,67.2,-8.7
839,2019,2,PG,Kobe Magee,SR,UTEP,St. Mary's (TX),193,UTEP,CUSA,29,17,96.7,98.6,0.4439,47.3,47.4,19.6,19.2,23.3,26.4,33,33,49,48.8,29.9,29.9,67.2,-8.7
840,2018,2,SG,Isiah Osborne,RS N/A,UTEP,Carleton University,193,UTEP,CUSA,29,17,96.7,98.6,0.4439,47.3,47.4,19.6,19.2,23.3,26.4,33,33,49,48.8,29.9,29.9,67.2,-8.7
841,2018,2,PG,Deshaun Highler,RS JR,UTEP,East Los Angeles College,193,UTEP,CUSA,29,17,96.7,98.6,0.4439,47.3,47.4,19.6,19.2,23.3,26.4,33,33,49,48.8,29.9,29.9,67.2,-8.7
842,2018,2.5,PG,Deon Barrett,RS SR,UT Arlington,South Plains College,135,UT Arlington,SB,30,14,101.4,98.6,0.5794,47.3,46.9,16.2,17.5,26.5,29,29,35.8,48.5,48.2,30.4,29.6,67.7,-10.3
843,2018,2,PF,Davion Turner,,UT Arlington,Oklahoma Baptist,135,UT Arlington,SB,30,14,101.4,98.6,0.5794,47.3,46.9,16.2,17.5,26.5,29,29,35.8,48.5,48.2,30.4,29.6,67.7,-10.3
844,2019,2,PF,Nils Huizenga,RS JR,UT Arlington,,135,UT Arlington,SB,30,14,101.4,98.6,0.5794,47.3,46.9,16.2,17.5,26.5,29,29,35.8,48.5,48.2,30.4,29.6,67.7,-10.3
845,2019,2,PG,Patrick Binzer,RS N/A,UT Arlington,,135,UT Arlington,SB,30,14,101.4,98.6,0.5794,47.3,46.9,16.2,17.5,26.5,29,29,35.8,48.5,48.2,30.4,29.6,67.7,-10.3
846,2019,2,PF,Andres Ibarguen,,UT Arlington,Angelo State,135,UT Arlington,SB,30,14,101.4,98.6,0.5794,47.3,46.9,16.2,17.5,26.5,29,29,35.8,48.5,48.2,30.4,29.6,67.7,-10.3
847,2019,2,SG,"Edric Dennis, Jr.",RS N/A,UT Arlington,TCU,135,UT Arlington,SB,30,14,101.4,98.6,0.5794,47.3,46.9,16.2,17.5,26.5,29,29,35.8,48.5,48.2,30.4,29.6,67.7,-10.3
848,2018,2,PF,"Tim Holland, Jr.",RS JR,UT Arlington,Temple College,135,UT Arlington,SB,30,14,101.4,98.6,0.5794,47.3,46.9,16.2,17.5,26.5,29,29,35.8,48.5,48.2,30.4,29.6,67.7,-10.3
849,2019,2,SF,Mason Hix,JR,UT Arlington,Collin College,135,UT Arlington,SB,30,14,101.4,98.6,0.5794,47.3,46.9,16.2,17.5,26.5,29,29,35.8,48.5,48.2,30.4,29.6,67.7,-10.3
850,2018,2.5,PG,Juwan McCloud,,Northern Iowa,Minnesota State,64,Northern Iowa,MVC,29,25,111.8,99.8,0.7871,54.8,48.5,18.6,15.6,28.9,22.5,27.6,25.8,52.6,47.2,38.6,33.7,65.7,0.9
851,2019,2,PG,Tray Croft,RS SR,Northern Iowa,Wisconsin–Parkside,64,Northern Iowa,MVC,29,25,111.8,99.8,0.7871,54.8,48.5,18.6,15.6,28.9,22.5,27.6,25.8,52.6,47.2,38.6,33.7,65.7,0.9
852,2018,2,SG,Adam McDermott,RS N/A,Northern Iowa,Coe College,64,Northern Iowa,MVC,29,25,111.8,99.8,0.7871,54.8,48.5,18.6,15.6,28.9,22.5,27.6,25.8,52.6,47.2,38.6,33.7,65.7,0.9
853,2018,2.5,PG,Jonathan Jean,,Furman,Lenoir–Rhyne,87,Furman,SC,29,25,106.6,98,0.724,54.6,50.7,16.6,23,23.5,28.4,31.6,26.8,57,53.6,34.5,31.2,68.2,-0.7
854,2019,2,SG,Andrew Taylor,RS SO,Furman,Marshall,87,Furman,SC,29,25,106.6,98,0.724,54.6,50.7,16.6,23,23.5,28.4,31.6,26.8,57,53.6,34.5,31.2,68.2,-0.7
855,2019,2,PF,Jalen Williams,RS N/A,Furman,Cleveland State,87,Furman,SC,29,25,106.6,98,0.724,54.6,50.7,16.6,23,23.5,28.4,31.6,26.8,57,53.6,34.5,31.2,68.2,-0.7
856,2018,2.5,SG,Deion Lavender,RS N/A,UAB,Valparaiso,179,UAB,CUSA,30,19,101.1,102,0.4769,49.7,49.3,22.2,18.3,31.8,24.3,35.1,27,50.6,48.1,31.7,34,65.4,-7.2
857,2018,2.3,SF,Nate Darling,RS SR,UAB,Delaware,179,UAB,CUSA,30,19,101.1,102,0.4769,49.7,49.3,22.2,18.3,31.8,24.3,35.1,27,50.6,48.1,31.7,34,65.4,-7.2
858,2018,2,C,Thomas Smallwood,,UAB,Chattanooga,179,UAB,CUSA,30,19,101.1,102,0.4769,49.7,49.3,22.2,18.3,31.8,24.3,35.1,27,50.6,48.1,31.7,34,65.4,-7.2
859,2019,2,PG,Anderson McCoy,RS N/A,UAB,Delta State,179,UAB,CUSA,30,19,101.1,102,0.4769,49.7,49.3,22.2,18.3,31.8,24.3,35.1,27,50.6,48.1,31.7,34,65.4,-7.2
860,2019,2,SG,Nolan Bertain,SR,UAB,Texas A&M–Corpus Christi,179,UAB,CUSA,30,19,101.1,102,0.4769,49.7,49.3,22.2,18.3,31.8,24.3,35.1,27,50.6,48.1,31.7,34,65.4,-7.2
861,2018,2,PG,Nick Norton,RS N/A,UAB,Drake,179,UAB,CUSA,30,19,101.1,102,0.4769,49.7,49.3,22.2,18.3,31.8,24.3,35.1,27,50.6,48.1,31.7,34,65.4,-7.2
862,2018,2.5,PF,Bryce Nze,RS SR,Milwaukee,Butler,268,Milwaukee,Horz,29,12,96.1,104.4,0.2775,46.8,50.8,18.8,20.8,29.2,29.6,30.4,43.8,46.4,49.6,31.7,35.3,69.4,-14.2
863,2018,2,SG,Jeremiah Bell,,Milwaukee,UAB,268,Milwaukee,Horz,29,12,96.1,104.4,0.2775,46.8,50.8,18.8,20.8,29.2,29.6,30.4,43.8,46.4,49.6,31.7,35.3,69.4,-14.2
864,2018,2,SG,Jeremy Johnson,RS N/A,Milwaukee,UC San Diego,268,Milwaukee,Horz,29,12,96.1,104.4,0.2775,46.8,50.8,18.8,20.8,29.2,29.6,30.4,43.8,46.4,49.6,31.7,35.3,69.4,-14.2
865,2019,2,PG,Bryce Barnes,,Milwaukee,William & Mary,268,Milwaukee,Horz,29,12,96.1,104.4,0.2775,46.8,50.8,18.8,20.8,29.2,29.6,30.4,43.8,46.4,49.6,31.7,35.3,69.4,-14.2
866,2018,2,SG,Brock Stull,RS N/A,Milwaukee,Minnesota,268,Milwaukee,Horz,29,12,96.1,104.4,0.2775,46.8,50.8,18.8,20.8,29.2,29.6,30.4,43.8,46.4,49.6,31.7,35.3,69.4,-14.2
867,2018,2,PG,Sam Burkart,,Milwaukee,University of Wisconsin–La Crosse,268,Milwaukee,Horz,29,12,96.1,104.4,0.2775,46.8,50.8,18.8,20.8,29.2,29.6,30.4,43.8,46.4,49.6,31.7,35.3,69.4,-14.2
868,2019,2,SG,Omar Thielemans,RS SO,Milwaukee,South Plains College,268,Milwaukee,Horz,29,12,96.1,104.4,0.2775,46.8,50.8,18.8,20.8,29.2,29.6,30.4,43.8,46.4,49.6,31.7,35.3,69.4,-14.2
869,2018,2,C,Seth Dittmer,,Milwaukee,Cedarville,268,Milwaukee,Horz,29,12,96.1,104.4,0.2775,46.8,50.8,18.8,20.8,29.2,29.6,30.4,43.8,46.4,49.6,31.7,35.3,69.4,-14.2
870,2019,2,SF,Carson Newsome,SR,Milwaukee,Texas–Permian Basin,268,Milwaukee,Horz,29,12,96.1,104.4,0.2775,46.8,50.8,18.8,20.8,29.2,29.6,30.4,43.8,46.4,49.6,31.7,35.3,69.4,-14.2
871,2018,2,PG,August Haas,,Milwaukee,St. Edward's,268,Milwaukee,Horz,29,12,96.1,104.4,0.2775,46.8,50.8,18.8,20.8,29.2,29.6,30.4,43.8,46.4,49.6,31.7,35.3,69.4,-14.2
872,2018,2.5,SG,A.J. Caldwell,RS JR,South Alabama,Chattanooga,164,South Alabama,SB,28,20,104.3,103.6,0.5185,51.4,51.5,18.3,20.1,25.5,29.6,40.6,26.6,52.2,50.6,33,34.9,65.4,-5.8
873,2019,2.5,PF,TaShombe Riley,RS N/A,South Alabama,South Carolina State,164,South Alabama,SB,28,20,104.3,103.6,0.5185,51.4,51.5,18.3,20.1,25.5,29.6,40.6,26.6,52.2,50.6,33,34.9,65.4,-5.8
874,2018,2,PF,Joseph Thompson,SR,South Alabama,Indian Hills Community College,164,South Alabama,SB,28,20,104.3,103.6,0.5185,51.4,51.5,18.3,20.1,25.5,29.6,40.6,26.6,52.2,50.6,33,34.9,65.4,-5.8
875,2019,2,SG,Abdul Dial,RS N/A,South Alabama,Georgia Southwestern,164,South Alabama,SB,28,20,104.3,103.6,0.5185,51.4,51.5,18.3,20.1,25.5,29.6,40.6,26.6,52.2,50.6,33,34.9,65.4,-5.8
876,2019,2,PF,"Robert Kelly, Jr.",RS SR,South Alabama,Talladega College,164,South Alabama,SB,28,20,104.3,103.6,0.5185,51.4,51.5,18.3,20.1,25.5,29.6,40.6,26.6,52.2,50.6,33,34.9,65.4,-5.8
877,2019,2,SG,Jordan Andrews,RS N/A,South Alabama,Texas Southern,164,South Alabama,SB,28,20,104.3,103.6,0.5185,51.4,51.5,18.3,20.1,25.5,29.6,40.6,26.6,52.2,50.6,33,34.9,65.4,-5.8
878,2019,2.5,PF,Abayomi Iyiola,RS JR,Stetson,Arkansas,277,Stetson,ASun,31,16,98.1,107.5,0.2602,49.7,50.8,21.9,17.6,30.5,28.5,39.1,31,49.6,49.9,33.3,34.5,63.1,-11.8
879,2019,2,C,Adam Webb,SR,Stetson,Trevecca Nazarene,277,Stetson,ASun,31,16,98.1,107.5,0.2602,49.7,50.8,21.9,17.6,30.5,28.5,39.1,31,49.6,49.9,33.3,34.5,63.1,-11.8
880,2019,2,PG,Marques Sumner,,Stetson,Rogers State,277,Stetson,ASun,31,16,98.1,107.5,0.2602,49.7,50.8,21.9,17.6,30.5,28.5,39.1,31,49.6,49.9,33.3,34.5,63.1,-11.8
881,2019,2,SF,Ricardo Lynch,RS SR,Stetson,Rogers State,277,Stetson,ASun,31,16,98.1,107.5,0.2602,49.7,50.8,21.9,17.6,30.5,28.5,39.1,31,49.6,49.9,33.3,34.5,63.1,-11.8
882,2019,2,PG,Raine McKeython,SR,Stetson,Fresno Pacific,277,Stetson,ASun,31,16,98.1,107.5,0.2602,49.7,50.8,21.9,17.6,30.5,28.5,39.1,31,49.6,49.9,33.3,34.5,63.1,-11.8
883,2019,2,SF,Keith Matthews,SR,Stetson,Francis Marion,277,Stetson,ASun,31,16,98.1,107.5,0.2602,49.7,50.8,21.9,17.6,30.5,28.5,39.1,31,49.6,49.9,33.3,34.5,63.1,-11.8
884,2019,2,C,Clay Verk,RS SR,Stetson,Colorado Mesa,277,Stetson,ASun,31,16,98.1,107.5,0.2602,49.7,50.8,21.9,17.6,30.5,28.5,39.1,31,49.6,49.9,33.3,34.5,63.1,-11.8
885,2018,2.5,PF,Davion Thomas,RS SR,Middle Tennessee,Troy,303,Middle Tennessee,CUSA,28,8,97,108.4,0.217,47.4,54.7,20.5,19.4,27.2,28.2,30.6,39.7,45.9,53.4,33,38.1,69.7,-16.8
886,2019,2,PG,Junior Farquhar,JR,Middle Tennessee,South Plains College,303,Middle Tennessee,CUSA,28,8,97,108.4,0.217,47.4,54.7,20.5,19.4,27.2,28.2,30.6,39.7,45.9,53.4,33,38.1,69.7,-16.8
887,2018,2,SG,David Simmons,RS N/A,Middle Tennessee,Southern Indiana,303,Middle Tennessee,CUSA,28,8,97,108.4,0.217,47.4,54.7,20.5,19.4,27.2,28.2,30.6,39.7,45.9,53.4,33,38.1,69.7,-16.8
888,2019,2,SG,"Darnell Butler, Jr.",,Middle Tennessee,Southern Indiana,303,Middle Tennessee,CUSA,28,8,97,108.4,0.217,47.4,54.7,20.5,19.4,27.2,28.2,30.6,39.7,45.9,53.4,33,38.1,69.7,-16.8
889,2018,2,PG,Tyrik Dixon,RS SR,Middle Tennessee,Missouri State,303,Middle Tennessee,CUSA,28,8,97,108.4,0.217,47.4,54.7,20.5,19.4,27.2,28.2,30.6,39.7,45.9,53.4,33,38.1,69.7,-16.8
890,2019,2,PF,T.J. Massenburg,RS JR,Middle Tennessee,College of Central Florida,303,Middle Tennessee,CUSA,28,8,97,108.4,0.217,47.4,54.7,20.5,19.4,27.2,28.2,30.6,39.7,45.9,53.4,33,38.1,69.7,-16.8
891,2018,2,PG,Antwain Johnson,RS N/A,Middle Tennessee,Buffalo,303,Middle Tennessee,CUSA,28,8,97,108.4,0.217,47.4,54.7,20.5,19.4,27.2,28.2,30.6,39.7,45.9,53.4,33,38.1,69.7,-16.8
892,2018,2.3,PF,Eugene Artison,RS N/A,Tulsa,University of Science and Arts of Oklahoma,75,Tulsa,Amer,31,21,102.2,92.7,0.7533,49.6,46.7,19.7,21.5,26.3,28,39.8,28.3,50.3,48.2,32.2,29.9,65.8,-1
893,2019,2,SG,Zeke Moore,RS SR,Tulsa,SIUE,75,Tulsa,Amer,31,21,102.2,92.7,0.7533,49.6,46.7,19.7,21.5,26.3,28,39.8,28.3,50.3,48.2,32.2,29.9,65.8,-1
894,2019,2,PF,Peter Hewitt,RS SR,Tulsa,Point Loma Nazarene,75,Tulsa,Amer,31,21,102.2,92.7,0.7533,49.6,46.7,19.7,21.5,26.3,28,39.8,28.3,50.3,48.2,32.2,29.9,65.8,-1
895,2019,2,SG,Curran Scott,RS N/A,Tulsa,Clemson,75,Tulsa,Amer,31,21,102.2,92.7,0.7533,49.6,46.7,19.7,21.5,26.3,28,39.8,28.3,50.3,48.2,32.2,29.9,65.8,-1
896,2019,2,SG,Chris Barnes,RS SR,Tulsa,Eastern Michigan,75,Tulsa,Amer,31,21,102.2,92.7,0.7533,49.6,46.7,19.7,21.5,26.3,28,39.8,28.3,50.3,48.2,32.2,29.9,65.8,-1
897,2018,2.3,SF,Mike Sagay,RS SR,Boston College,IUPUI,167,Boston College,ACC,32,13,99.7,99.2,0.5169,46.5,50.5,19.6,20.8,25.4,30.7,29.1,29.9,46.7,50.8,30.8,33.4,69.3,-7
898,2019,2,SF,"Vin Baker, Jr.",RS JR,Boston College,Milwaukee,167,Boston College,ACC,32,13,99.7,99.2,0.5169,46.5,50.5,19.6,20.8,25.4,30.7,29.1,29.9,46.7,50.8,30.8,33.4,69.3,-7
899,2019,2,PF,Johncarlos Reyes,RS N/A,Boston College,Nevada,167,Boston College,ACC,32,13,99.7,99.2,0.5169,46.5,50.5,19.6,20.8,25.4,30.7,29.1,29.9,46.7,50.8,30.8,33.4,69.3,-7
900,2019,2,SG,Avery Wilson,RS JR,Boston College,Southeastern Louisiana,167,Boston College,ACC,32,13,99.7,99.2,0.5169,46.5,50.5,19.6,20.8,25.4,30.7,29.1,29.9,46.7,50.8,30.8,33.4,69.3,-7
901,2018,2.3,PF,Ezra Talbert,RS N/A,Liberty,Dominican (CA),79,Liberty,ASun,32,30,105.6,96,0.7495,54.4,45.6,15.2,19.4,23.9,21.3,32,28.6,55.7,45.9,35,30,61.3,-0.3
902,2018,2,PF,Isaiah Williams,RS SR,Liberty,Pensacola State College,79,Liberty,ASun,32,30,105.6,96,0.7495,54.4,45.6,15.2,19.4,23.9,21.3,32,28.6,55.7,45.9,35,30,61.3,-0.3
903,2018,2,PG,Ryan Hiepler,RS N/A,Liberty,Dominican (CA),79,Liberty,ASun,32,30,105.6,96,0.7495,54.4,45.6,15.2,19.4,23.9,21.3,32,28.6,55.7,45.9,35,30,61.3,-0.3
904,2018,2.3,SG,Allante 'Tay' Holston,,North Texas,Indiana State,69,North Texas,CUSA,29,20,111.6,100.3,0.7717,55.3,49.8,20.6,20.7,29.3,27.7,29.4,38.8,54.6,47.8,37.5,35.5,63,-3.5
905,2018,2,SG,A.J. Lawson,RS SR,North Texas,McNeese State,69,North Texas,CUSA,29,20,111.6,100.3,0.7717,55.3,49.8,20.6,20.7,29.3,27.7,29.4,38.8,54.6,47.8,37.5,35.5,63,-3.5
906,2019,2,SG,John Weger,JR,North Texas,Midwestern State,69,North Texas,CUSA,29,20,111.6,100.3,0.7717,55.3,49.8,20.6,20.7,29.3,27.7,29.4,38.8,54.6,47.8,37.5,35.5,63,-3.5
907,2019,2,PF,Mark Tikhonenko,RS JR,North Texas,Sam Houston State,69,North Texas,CUSA,29,20,111.6,100.3,0.7717,55.3,49.8,20.6,20.7,29.3,27.7,29.4,38.8,54.6,47.8,37.5,35.5,63,-3.5
908,2019,2,PG,Ryan Woolridge,RS N/A,North Texas,Gonzaga,69,North Texas,CUSA,29,20,111.6,100.3,0.7717,55.3,49.8,20.6,20.7,29.3,27.7,29.4,38.8,54.6,47.8,37.5,35.5,63,-3.5
909,2018,2,PF,Khalil Fuller,RS N/A,North Texas,Cal State San Marcos,69,North Texas,CUSA,29,20,111.6,100.3,0.7717,55.3,49.8,20.6,20.7,29.3,27.7,29.4,38.8,54.6,47.8,37.5,35.5,63,-3.5
910,2018,2,PG,Souley Boum,RS JR,San Francisco,UTEP,65,San Francisco,WCC,33,22,108.1,97,0.778,51.3,50.2,17.3,18.5,29,24.1,29.4,31.9,52.2,47.7,33.5,37.6,68.8,-2.4
911,2018,2,C,Erik Poulsen,,San Francisco,Western Oregon,65,San Francisco,WCC,33,22,108.1,97,0.778,51.3,50.2,17.3,18.5,29,24.1,29.4,31.9,52.2,47.7,33.5,37.6,68.8,-2.4
912,2019,2,PF,Dylan Belquist,RS SO,San Francisco,Salt Lake Community College,65,San Francisco,WCC,33,22,108.1,97,0.778,51.3,50.2,17.3,18.5,29,24.1,29.4,31.9,52.2,47.7,33.5,37.6,68.8,-2.4
913,2019,2,PG,Mladen Đorđević,RS N/A,San Francisco,,65,San Francisco,WCC,33,22,108.1,97,0.778,51.3,50.2,17.3,18.5,29,24.1,29.4,31.9,52.2,47.7,33.5,37.6,68.8,-2.4
914,2018,2,PF,Shawn O'Connell,RS N/A,Georgia Southern,UNCW,149,Georgia Southern,SB,31,20,101.1,99.2,0.5552,50.2,49.5,18.3,20.7,26,28.7,36.2,27.6,51.5,51.9,32.2,30.4,71.7,-6.6
915,2019,2,SG,Daniel Cooper,JR,Georgia Southern,Middle Georgia State University,149,Georgia Southern,SB,31,20,101.1,99.2,0.5552,50.2,49.5,18.3,20.7,26,28.7,36.2,27.6,51.5,51.9,32.2,30.4,71.7,-6.6
916,2018,2,PF,David Georgiev,RS SR,Georgia Southern,South Georgia State College,149,Georgia Southern,SB,31,20,101.1,99.2,0.5552,50.2,49.5,18.3,20.7,26,28.7,36.2,27.6,51.5,51.9,32.2,30.4,71.7,-6.6
917,2019,2,C,Tyshaun Crawford,RS JR,Georgia Southern,Augusta,149,Georgia Southern,SB,31,20,101.1,99.2,0.5552,50.2,49.5,18.3,20.7,26,28.7,36.2,27.6,51.5,51.9,32.2,30.4,71.7,-6.6
918,2018,2,SG,Jared Hamilton,RS N/A,Georgia Southern,Boston College,149,Georgia Southern,SB,31,20,101.1,99.2,0.5552,50.2,49.5,18.3,20.7,26,28.7,36.2,27.6,51.5,51.9,32.2,30.4,71.7,-6.6
919,2019,2,C,Fardaws Aimaq,RS SO,Mercer,Utah Valley,190,Mercer,SC,30,17,100.4,102.1,0.4531,51,49.6,21,17.7,30.5,26.9,26.5,35.3,49.9,50.7,35.2,31.9,68.2,-9
920,2018,2,PG,Rashad Lewis,RS N/A,Mercer,Oklahoma Baptist,190,Mercer,SC,30,17,100.4,102.1,0.4531,51,49.6,21,17.7,30.5,26.9,26.5,35.3,49.9,50.7,35.2,31.9,68.2,-9
